RecordID,Shift_Manager_Code,Date,Year,Month,Hour,Session_colour,Weather_Outcast,Temperature_Celsius,Feeling_Temperature_Celsius,Humidity_Percent,Wind_Speed_kph,Season,Public_Holiday,Week_Day,Business_Day,Registered_Member_Count,Casual_User_Count,Rental_Bikes_Total
15391001,SM-10,5/3/2012,2012,Mar,10,green,Mist and Cloudy,3.3,1,60,0,Winter,No,Monday,yes,74,12.0,86
15401374,SM-05,5/3/2012,2012,Mar,11,purple,Mist and Cloudy,4.2,2,56,9,Winter,No,Monday,yes,86,17.0,103
15415648,SM-11,5/3/2012,2012,Mar,12,black,Mist and Cloudy,4.2,4,52,0,Winter,No,Monday,yes,122,15.0,137
15423365,SM-13,5/3/2012,2012,Mar,13,blue,Mist and Cloudy,4.2,1,55,20,Winter,No,Monday,yes,109,11.0,120
15432525,SM-11,5/3/2012,2012,Mar,14,blue,Mist and Cloudy,5.2,1,57,24,Winter,No,Monday,yes,115,13.0,128
15442646,SM-05,5/3/2012,2012,Mar,15,green,Mist and Cloudy,6.1,3,53,13,Winter,No,Monday,yes,110,20.0,130
15451013,SM-13,5/3/2012,2012,Mar,16,black,Clear,6.1,2,45,20,Winter,No,Monday,yes,180,30.0,210
15465599,SM-14,5/3/2012,2012,Mar,17,yellow,Light Rain or Snow,6.1,2,45,20,Winter,No,Monday,yes,376,11.0,387
15473278,SM-11,5/3/2012,2012,Mar,18,,Light Rain or Snow,5.2,-1,55,44,Winter,No,Monday,yes,363,12.0,375
15484155,SM-06,5/3/2012,2012,Mar,19,black,Clear,4.2,1,53,15,Winter,No,Monday,yes,220,6.0,226
15499321,SM-07,5/3/2012,2012,Mar,20,red,Clear,4.2,-1,37,31,Winter,No,Monday,yes,171,8.0,179
15504814,SM-10,5/3/2012,2012,Mar,21,red,Clear,4.2,-1,37,26,Winter,No,Monday,yes,116,4.0,120
15514216,SM-13,5/3/2012,2012,Mar,22,red,Clear,3.3,-2,35,22,Winter,No,Monday,yes,76,2.0,78
15529219,SM-05,5/3/2012,2012,Mar,23,red,Clear,2.3,-4,37,39,Winter,No,Monday,yes,29,2.0,31
15533113,SM-08,6/3/2012,2012,Mar,0,green,Clear,2.3,-2,37,20,Winter,No,Tuesday,yes,8,0.0,8
15545356,SM-02,6/3/2012,2012,Mar,1,grey,Clear,1.4,-3,44,17,Winter,No,Tuesday,yes,6,0.0,6
15556543,SM-08,6/3/2012,2012,Mar,2,grey,Clear,1.4,-3,44,15,Winter,No,Tuesday,yes,4,0.0,4
15565555,SM-05,6/3/2012,2012,Mar,3,blue,Clear,0.5,-5,51,19,Winter,No,Tuesday,yes,1,0.0,1
15578062,SM-01,6/3/2012,2012,Mar,4,white,Clear,0.5,-5,51,20,Winter,No,Tuesday,yes,3,0.0,3
15584374,SM-02,6/3/2012,2012,Mar,5,red,Clear,0.5,-4,51,15,Winter,No,Tuesday,yes,25,0.0,25
15597430,SM-03,6/3/2012,2012,Mar,6,grey,Clear,0.5,-2,51,7,Winter,No,Tuesday,yes,99,3.0,102
15604466,SM-11,6/3/2012,2012,Mar,7,white,Clear,-0.5,-4,55,9,Winter,No,Tuesday,yes,270,5.0,275
15614081,SM-09,6/3/2012,2012,Mar,8,red,Clear,-0.5,-4,59,7,Winter,No,Tuesday,yes,487,14.0,501
15621629,SM-02,6/3/2012,2012,Mar,9,white,Clear,2.3,2,47,0,Winter,No,Tuesday,yes,222,11.0,233
15631269,SM-07,6/3/2012,2012,Mar,10,red,Clear,3.3,1,44,0,Winter,No,Tuesday,yes,113,16.0,129
15646724,SM-06,6/3/2012,2012,Mar,11,yellow,Clear,4.2,1,41,11,Winter,No,Tuesday,yes,110,20.0,130
15656897,SM-04,6/3/2012,2012,Mar,12,white,Clear,4.2,2,41,7,Winter,No,Tuesday,yes,129,9.0,138
15664432,SM-05,6/3/2012,2012,Mar,13,green,Clear,6.1,4,39,9,Winter,No,Tuesday,yes,148,16.0,164
15677276,SM-08,6/3/2012,2012,Mar,14,green,Clear,7.0,4,36,15,Winter,No,Tuesday,yes,116,20.0,136
15686895,SM-02,6/3/2012,2012,Mar,15,white,Clear,8.0,4,36,20,Winter,No,Tuesday,yes,142,24.0,166
15698115,SM-09,6/3/2012,2012,Mar,16,black,Clear,8.9,6,32,19,Winter,No,Tuesday,yes,228,22.0,250
15707656,SM-08,6/3/2012,2012,Mar,17,red,Clear,8.9,6,34,19,Winter,No,Tuesday,yes,425,21.0,446
15711575,SM-03,6/3/2012,2012,Mar,18,green,Clear,8.0,4,42,22,Winter,No,Tuesday,yes,442,15.0,457
15728029,SM-06,6/3/2012,2012,Mar,19,yellow,Clear,8.0,4,46,20,Winter,No,Tuesday,yes,278,9.0,287
15737099,SM-01,6/3/2012,2012,Mar,20,blue,Clear,7.0,5,49,13,Winter,No,Tuesday,yes,184,3.0,187
15744192,SM-04,6/3/2012,2012,Mar,21,purple,Clear,7.0,5,49,13,Winter,No,Tuesday,yes,143,5.0,148
15754178,SM-12,6/3/2012,2012,Mar,22,purple,Clear,5.2,2,56,11,Winter,No,Tuesday,yes,101,5.0,106
15767052,SM-01,6/3/2012,2012,Mar,23,yellow,Clear,5.2,2,61,15,Winter,No,Tuesday,yes,51,3.0,54
15773734,SM-04,7/3/2012,2012,Mar,0,purple,Clear,5.2,1,65,19,Winter,No,Wednesday,yes,12,3.0,15
15787116,SM-11,7/3/2012,2012,Mar,1,yellow,Clear,6.1,2,61,20,Winter,No,Wednesday,yes,4,1.0,5
15794568,SM-10,7/3/2012,2012,Mar,2,black,Clear,6.1,3,56,19,Winter,No,Wednesday,yes,4,0.0,4
15803203,SM-02,7/3/2012,2012,Mar,3,red,Clear,6.1,2,56,24,Winter,No,Wednesday,yes,2,1.0,3
15812390,SM-14,7/3/2012,2012,Mar,4,grey,Clear,5.2,1,61,22,Winter,No,Wednesday,yes,3,0.0,3
15822742,SM-06,7/3/2012,2012,Mar,5,white,Clear,5.2,1,56,20,Winter,No,Wednesday,yes,18,0.0,18
15832925,SM-06,7/3/2012,2012,Mar,6,blue,Clear,5.2,1,61,26,Winter,No,Wednesday,yes,104,4.0,108
15841619,SM-01,7/3/2012,2012,Mar,7,yellow,Clear,4.2,-1,65,26,Winter,No,Wednesday,yes,332,12.0,344
15852274,SM-06,7/3/2012,2012,Mar,8,red,Clear,5.2,1,61,20,Winter,No,Wednesday,yes,554,12.0,566
15861956,SM-01,7/3/2012,2012,Mar,9,blue,Clear,6.1,2,61,22,Winter,No,Wednesday,yes,252,12.0,264
15872939,SM-01,7/3/2012,2012,Mar,10,white,Clear,8.9,6,50,20,Winter,No,Wednesday,yes,127,20.0,147
15884953,SM-07,7/3/2012,2012,Mar,11,black,Clear,11.7,12,38,20,Winter,No,Wednesday,yes,128,33.0,161
15891968,SM-11,7/3/2012,2012,Mar,12,purple,Clear,12.7,13,38,26,Winter,No,Wednesday,yes,175,40.0,215
15901281,SM-02,7/3/2012,2012,Mar,13,red,Clear,15.5,16,34,28,Winter,No,Wednesday,yes,179,26.0,205
15917262,SM-07,7/3/2012,2012,Mar,14,white,Clear,16.4,17,36,22,Winter,No,Wednesday,yes,137,38.0,175
15922058,SM-05,7/3/2012,2012,Mar,15,green,Clear,17.4,18,37,30,Winter,No,Wednesday,yes,165,44.0,209
15935293,SM-05,7/3/2012,2012,Mar,16,yellow,Clear,18.3,19,37,28,Winter,No,Wednesday,yes,254,34.0,288
15946178,SM-08,7/3/2012,2012,Mar,17,grey,Clear,18.3,19,43,33,Winter,No,Wednesday,yes,554,58.0,612
15957980,SM-01,7/3/2012,2012,Mar,18,green,Clear,18.3,19,40,31,Winter,No,Wednesday,yes,509,35.0,544
15962229,SM-13,7/3/2012,2012,Mar,19,black,Clear,17.4,18,42,24,Winter,No,Wednesday,yes,345,16.0,361
15975585,SM-10,7/3/2012,2012,Mar,20,black,Clear,15.5,16,51,17,Winter,No,Wednesday,yes,242,18.0,260
15989467,SM-12,7/3/2012,2012,Mar,21,grey,Clear,12.7,13,62,17,Winter,No,Wednesday,yes,177,11.0,188
15993740,SM-05,7/3/2012,2012,Mar,22,green,Clear,13.6,14,59,20,Winter,No,Wednesday,yes,149,10.0,159
16003289,SM-06,7/3/2012,2012,Mar,23,red,Clear,12.7,13,62,22,Winter,No,Wednesday,yes,58,4.0,62
16012239,SM-08,8/3/2012,2012,Mar,0,red,Clear,12.7,13,62,22,Winter,No,Thursday,yes,35,11.0,46
16026370,SM-12,8/3/2012,2012,Mar,1,blue,Clear,13.6,14,63,22,Winter,No,Thursday,yes,17,4.0,21
16031125,SM-01,8/3/2012,2012,Mar,2,green,Clear,13.6,14,63,26,Winter,No,Thursday,yes,5,6.0,11
16048473,SM-07,8/3/2012,2012,Mar,3,yellow,Clear,13.6,14,63,26,Winter,No,Thursday,yes,3,0.0,3
16056342,SM-04,8/3/2012,2012,Mar,4,blue,Clear,12.7,13,72,19,Winter,No,Thursday,yes,2,0.0,2
16068351,SM-14,8/3/2012,2012,Mar,5,red,Clear,11.7,12,77,15,Winter,No,Thursday,yes,28,1.0,29
16077638,SM-04,8/3/2012,2012,Mar,6,black,Clear,11.7,12,77,17,Winter,No,Thursday,yes,105,4.0,109
16087570,SM-08,8/3/2012,2012,Mar,7,black,Clear,11.7,12,77,24,Winter,No,Thursday,yes,326,8.0,334
16094249,SM-04,8/3/2012,2012,Mar,8,purple,Clear,12.7,13,77,26,Winter,No,Thursday,yes,573,12.0,585
16108595,SM-11,8/3/2012,2012,Mar,9,purple,Clear,13.6,14,72,31,Winter,No,Thursday,yes,282,19.0,301
16117294,SM-03,8/3/2012,2012,Mar,10,red,Clear,15.5,16,68,31,Winter,No,Thursday,yes,119,19.0,138
16127527,SM-07,8/3/2012,2012,Mar,11,grey,Mist and Cloudy,17.4,18,60,31,Winter,No,Thursday,yes,156,48.0,204
16136757,SM-08,8/3/2012,2012,Mar,12,purple,Mist and Cloudy,18.3,19,60,30,Winter,No,Thursday,yes,224,27.0,251
16142969,SM-06,8/3/2012,2012,Mar,13,purple,Mist and Cloudy,20.2,25,49,43,Winter,No,Thursday,yes,198,35.0,233
16151891,SM-13,8/3/2012,2012,Mar,14,purple,Mist and Cloudy,21.1,25,43,43,Winter,No,Thursday,yes,155,48.0,203
16165470,SM-09,8/3/2012,2012,Mar,15,red,Clear,22.1,25,38,46,Winter,No,Thursday,yes,161,24.0,185
16178175,SM-01,8/3/2012,2012,Mar,16,grey,Mist and Cloudy,21.1,25,41,43,Winter,No,Thursday,yes,305,37.0,342
16189320,SM-10,8/3/2012,2012,Mar,17,black,Clear,21.1,25,38,44,Winter,No,Thursday,yes,545,52.0,597
16197812,SM-13,8/3/2012,2012,Mar,18,grey,Mist and Cloudy,21.1,25,38,37,Winter,No,Thursday,yes,545,45.0,590
16208519,SM-14,8/3/2012,2012,Mar,19,black,Mist and Cloudy,20.2,25,40,30,Winter,No,Thursday,yes,395,21.0,416
16215612,SM-08,8/3/2012,2012,Mar,20,black,Mist and Cloudy,20.2,25,43,26,Winter,No,Thursday,yes,282,20.0,302
16222198,SM-10,8/3/2012,2012,Mar,21,green,Clear,20.2,25,43,26,Winter,No,Thursday,yes,206,27.0,233
16236238,SM-02,8/3/2012,2012,Mar,22,purple,Clear,18.3,19,49,22,Winter,No,Thursday,yes,141,12.0,153
16247089,SM-03,8/3/2012,2012,Mar,23,yellow,Mist and Cloudy,18.3,19,49,30,Winter,No,Thursday,yes,88,6.0,94
16257257,SM-13,9/3/2012,2012,Mar,0,purple,Mist and Cloudy,19.3,20,49,31,Winter,No,Friday,yes,51,3.0,54
16268705,SM-13,9/3/2012,2012,Mar,1,black,Light Rain or Snow,18.3,19,52,33,Winter,No,Friday,yes,22,4.0,26
16274719,SM-13,9/3/2012,2012,Mar,2,green,Light Rain or Snow,14.6,15,77,28,Winter,No,Friday,yes,9,2.0,11
16281302,SM-13,9/3/2012,2012,Mar,3,purple,Clear,13.6,14,77,35,Winter,No,Friday,yes,7,0.0,7
16291986,SM-02,9/3/2012,2012,Mar,4,white,Light Rain or Snow,10.8,11,66,19,Winter,No,Friday,yes,1,0.0,1
16305440,SM-11,9/3/2012,2012,Mar,5,white,Light Rain or Snow,10.8,11,66,19,Winter,No,Friday,yes,27,2.0,29
16315909,SM-05,9/3/2012,2012,Mar,6,red,Mist and Cloudy,10.8,11,50,24,Winter,No,Friday,yes,83,2.0,85
16324072,SM-14,9/3/2012,2012,Mar,7,black,Mist and Cloudy,9.9,10,40,20,Winter,No,Friday,yes,262,6.0,268
16334124,SM-09,9/3/2012,2012,Mar,8,purple,Mist and Cloudy,8.0,3,42,35,Winter,No,Friday,yes,484,17.0,501
16349125,SM-01,9/3/2012,2012,Mar,9,green,Mist and Cloudy,8.0,3,42,35,Winter,No,Friday,yes,267,17.0,284
16354291,SM-10,9/3/2012,2012,Mar,10,red,Mist and Cloudy,8.0,3,36,33,Winter,No,Friday,yes,145,14.0,159
16365033,SM-13,9/3/2012,2012,Mar,11,yellow,Mist and Cloudy,8.9,6,34,24,Winter,No,Friday,yes,170,17.0,187
16376105,SM-04,9/3/2012,2012,Mar,12,grey,Clear,8.9,6,34,28,Winter,No,Friday,yes,174,27.0,201
16381703,SM-04,9/3/2012,2012,Mar,13,purple,Mist and Cloudy,9.9,10,29,26,Winter,No,Friday,yes,175,49.0,224
16399133,SM-12,9/3/2012,2012,Mar,14,white,Clear,11.7,12,28,31,Winter,No,Friday,yes,129,49.0,178
16401574,SM-03,9/3/2012,2012,Mar,15,red,Clear,13.6,14,24,17,Winter,No,Friday,yes,188,50.0,238
16416704,SM-07,9/3/2012,2012,Mar,16,purple,Clear,14.6,15,23,28,Winter,No,Friday,yes,292,51.0,343
16428848,SM-03,9/3/2012,2012,Mar,17,red,Clear,13.6,14,24,26,Winter,No,Friday,yes,498,68.0,566
16436208,SM-03,9/3/2012,2012,Mar,18,green,Clear,12.7,13,26,35,Winter,No,Friday,yes,440,30.0,470
16447924,SM-03,9/3/2012,2012,Mar,19,yellow,Clear,11.7,12,28,41,Winter,No,Friday,yes,232,12.0,244
16454828,SM-06,9/3/2012,2012,Mar,20,green,Clear,9.9,10,32,24,Winter,No,Friday,yes,156,3.0,159
16464230,SM-14,9/3/2012,2012,Mar,21,white,Clear,8.9,6,34,22,Winter,No,Friday,yes,133,8.0,141
16471488,SM-04,9/3/2012,2012,Mar,22,grey,Clear,8.0,3,31,33,Winter,No,Friday,yes,100,7.0,107
16488114,SM-02,9/3/2012,2012,Mar,23,green,Clear,7.0,4,33,20,Winter,No,Friday,yes,77,9.0,86
16494173,SM-06,10/3/2012,2012,Mar,0,purple,Clear,6.1,2,36,24,Winter,No,Saturday,No,68,9.0,77
16502667,SM-01,10/3/2012,2012,Mar,1,blue,Clear,6.1,3,36,17,Winter,No,Saturday,No,50,1.0,51
16515114,SM-03,10/3/2012,2012,Mar,2,green,Clear,4.2,0,41,17,Winter,No,Saturday,No,30,12.0,42
16524553,SM-06,10/3/2012,2012,Mar,3,black,Clear,4.2,-1,41,20,Winter,No,Saturday,No,16,0.0,16
16538761,SM-06,10/3/2012,2012,Mar,4,red,Clear,3.3,-2,41,24,Winter,No,Saturday,No,3,1.0,4
16542000,SM-04,10/3/2012,2012,Mar,5,blue,Clear,2.3,-2,42,19,Winter,No,Saturday,No,7,3.0,10
16552388,SM-09,10/3/2012,2012,Mar,6,black,Clear,2.3,-2,44,19,Winter,No,Saturday,No,11,1.0,12
16566450,SM-10,10/3/2012,2012,Mar,7,green,Clear,2.3,-2,44,17,Winter,No,Saturday,No,36,4.0,40
16574712,SM-06,10/3/2012,2012,Mar,8,red,Clear,2.3,-2,44,20,Winter,No,Saturday,No,96,15.0,111
16582367,SM-08,10/3/2012,2012,Mar,9,grey,Clear,3.3,-2,41,22,Winter,No,Saturday,No,127,21.0,148
16599189,SM-08,10/3/2012,2012,Mar,10,red,Clear,4.2,-1,35,28,Winter,No,Saturday,No,176,47.0,223
16601454,SM-13,10/3/2012,2012,Mar,11,black,Clear,6.1,2,33,22,Winter,No,Saturday,No,218,56.0,274
16613772,SM-09,10/3/2012,2012,Mar,12,black,Clear,6.1,2,33,22,Winter,No,Saturday,No,241,88.0,329
16624726,SM-11,10/3/2012,2012,Mar,13,purple,Clear,7.0,4,29,19,Winter,No,Saturday,No,268,89.0,357
16638232,SM-01,10/3/2012,2012,Mar,14,white,Clear,8.0,5,27,19,Winter,No,Saturday,No,262,117.0,379
16645806,SM-06,10/3/2012,2012,Mar,15,red,Clear,8.0,8,25,0,Winter,No,Saturday,No,274,132.0,406
16653190,SM-08,10/3/2012,2012,Mar,16,purple,Clear,8.9,8,23,0,Winter,No,Saturday,No,275,115.0,390
16663875,SM-05,10/3/2012,2012,Mar,17,red,Clear,8.9,9,23,0,Winter,No,Saturday,No,250,104.0,354
16676592,SM-11,10/3/2012,2012,Mar,18,black,Clear,8.9,8,21,6,Winter,No,Saturday,No,230,67.0,297
16682440,SM-08,10/3/2012,2012,Mar,19,purple,Clear,8.0,8,25,0,Winter,No,Saturday,No,159,25.0,184
16699927,SM-13,10/3/2012,2012,Mar,20,white,Clear,7.0,6,33,9,Winter,No,Saturday,No,101,20.0,121
16707059,SM-14,10/3/2012,2012,Mar,21,green,Clear,6.1,3,39,15,Winter,No,Saturday,No,94,16.0,110
16718010,SM-05,10/3/2012,2012,Mar,22,grey,Clear,4.2,1,44,11,Winter,No,Saturday,No,81,19.0,100
16728117,SM-05,10/3/2012,2012,Mar,23,purple,Clear,4.2,1,41,13,Winter,No,Saturday,No,77,6.0,83
16733989,SM-04,11/3/2012,2012,Mar,0,blue,Clear,4.2,3,44,6,Winter,No,Sunday,No,62,7.0,69
16747228,SM-06,11/3/2012,2012,Mar,1,yellow,Clear,3.3,0,52,11,Winter,No,Sunday,No,57,4.0,61
16757471,SM-05,11/3/2012,2012,Mar,3,purple,Clear,3.3,0,60,9,Winter,No,Sunday,No,51,15.0,66
16763863,SM-10,11/3/2012,2012,Mar,4,blue,Clear,3.3,0,60,9,Winter,No,Sunday,No,15,7.0,22
16772177,SM-09,11/3/2012,2012,Mar,5,white,Clear,3.3,0,60,11,Winter,No,Sunday,No,5,2.0,7
16785760,SM-03,11/3/2012,2012,Mar,6,white,Clear,3.3,0,70,11,Winter,No,Sunday,No,8,2.0,10
16791011,SM-11,11/3/2012,2012,Mar,7,blue,Clear,2.3,-1,69,9,Winter,No,Sunday,No,15,2.0,17
16806252,SM-05,11/3/2012,2012,Mar,8,purple,Clear,2.3,-1,69,9,Winter,No,Sunday,No,68,4.0,72
16815399,SM-01,11/3/2012,2012,Mar,9,red,Clear,4.2,1,60,15,Winter,No,Sunday,No,70,20.0,90
16829234,SM-09,11/3/2012,2012,Mar,10,white,Clear,7.0,4,49,19,Winter,No,Sunday,No,147,71.0,218
16836445,SM-04,11/3/2012,2012,Mar,11,green,Clear,8.9,6,43,19,Winter,No,Sunday,No,209,90.0,299
16847570,SM-10,11/3/2012,2012,Mar,12,green,Clear,10.8,11,37,20,Winter,No,Sunday,No,264,146.0,410
16859212,SM-10,11/3/2012,2012,Mar,13,white,Clear,11.7,12,41,20,Winter,No,Sunday,No,288,176.0,464
16861406,SM-02,11/3/2012,2012,Mar,14,white,Clear,13.6,14,31,19,Winter,No,Sunday,No,289,212.0,501
16875431,SM-14,11/3/2012,2012,Mar,15,green,Clear,15.5,16,29,20,Winter,No,Sunday,No,286,201.0,487
16886243,SM-13,11/3/2012,2012,Mar,16,yellow,Clear,15.5,16,31,24,Winter,No,Sunday,No,301,208.0,509
16897542,SM-02,11/3/2012,2012,Mar,17,blue,Clear,16.4,17,27,20,Winter,No,Sunday,No,299,199.0,498
16907936,SM-05,11/3/2012,2012,Mar,18,blue,Clear,16.4,17,29,19,Winter,No,Sunday,No,256,133.0,389
16919906,SM-12,11/3/2012,2012,Mar,19,grey,Clear,15.5,16,31,19,Winter,No,Sunday,No,203,55.0,258
16925146,SM-08,11/3/2012,2012,Mar,20,red,Clear,12.7,13,47,15,Winter,No,Sunday,No,129,42.0,171
16931140,SM-06,11/3/2012,2012,Mar,21,red,Clear,11.7,12,54,15,Winter,No,Sunday,No,110,37.0,147
16945882,SM-10,11/3/2012,2012,Mar,22,green,Clear,10.8,11,54,13,Winter,No,Sunday,No,81,13.0,94
16957012,SM-04,11/3/2012,2012,Mar,23,blue,Clear,10.8,11,50,11,Winter,No,Sunday,No,40,12.0,52
16961963,SM-04,12/3/2012,2012,Mar,0,red,Clear,9.9,10,54,13,Winter,No,Monday,yes,20,4.0,24
16978151,SM-04,12/3/2012,2012,Mar,1,black,Clear,9.9,10,50,9,Winter,No,Monday,yes,9,1.0,10
16989564,SM-05,12/3/2012,2012,Mar,2,grey,Clear,9.9,10,54,7,Winter,No,Monday,yes,5,4.0,9
16994610,SM-04,12/3/2012,2012,Mar,3,black,Clear,8.9,7,50,9,Winter,No,Monday,yes,2,0.0,2
17007894,SM-08,12/3/2012,2012,Mar,4,red,Clear,8.0,6,61,13,Winter,No,Monday,yes,3,0.0,3
17018311,SM-08,12/3/2012,2012,Mar,5,green,Clear,8.0,6,61,13,Winter,No,Monday,yes,15,1.0,16
17021105,SM-11,12/3/2012,2012,Mar,6,blue,Clear,8.0,7,57,7,Winter,No,Monday,yes,86,2.0,88
17036539,SM-03,12/3/2012,2012,Mar,7,black,Clear,8.0,7,53,7,Winter,No,Monday,yes,259,9.0,268
17047787,SM-07,12/3/2012,2012,Mar,8,purple,Clear,8.0,6,61,9,Winter,No,Monday,yes,547,17.0,564
17053137,SM-10,12/3/2012,2012,Mar,9,yellow,Clear,9.9,10,54,11,Winter,No,Monday,yes,260,21.0,281
17065445,SM-14,12/3/2012,2012,Mar,10,grey,Clear,10.8,11,50,15,Winter,No,Monday,yes,98,39.0,137
17074530,SM-08,12/3/2012,2012,Mar,11,grey,Clear,12.7,13,44,15,Winter,No,Monday,yes,111,39.0,150
17082286,SM-01,12/3/2012,2012,Mar,12,black,Clear,14.6,15,39,15,Winter,No,Monday,yes,162,59.0,221
17098052,SM-04,12/3/2012,2012,Mar,13,purple,Mist and Cloudy,17.4,18,32,17,Winter,No,Monday,yes,176,74.0,250
17104654,SM-01,12/3/2012,2012,Mar,14,black,Mist and Cloudy,19.3,20,32,19,Winter,No,Monday,yes,145,76.0,221
17118102,SM-11,12/3/2012,2012,Mar,15,black,Clear,18.3,19,40,9,Winter,No,Monday,yes,159,74.0,233
17123359,SM-02,12/3/2012,2012,Mar,16,purple,Clear,21.1,25,35,30,Winter,No,Monday,yes,255,77.0,332
17139105,SM-08,12/3/2012,2012,Mar,17,yellow,Mist and Cloudy,21.1,25,38,28,Winter,No,Monday,yes,557,87.0,644
17149636,SM-09,12/3/2012,2012,Mar,18,grey,Mist and Cloudy,20.2,25,43,13,Winter,No,Monday,yes,623,89.0,712
17157441,SM-07,12/3/2012,2012,Mar,19,blue,Mist and Cloudy,18.3,19,49,15,Winter,No,Monday,yes,379,67.0,446
17166047,SM-07,12/3/2012,2012,Mar,20,grey,Mist and Cloudy,18.3,19,49,15,Winter,No,Monday,yes,237,49.0,286
17179227,SM-04,12/3/2012,2012,Mar,21,grey,Mist and Cloudy,17.4,18,56,15,Winter,No,Monday,yes,183,22.0,205
17186203,SM-04,12/3/2012,2012,Mar,22,red,Mist and Cloudy,18.3,19,56,15,Winter,No,Monday,yes,116,17.0,133
17192798,SM-10,12/3/2012,2012,Mar,23,grey,Clear,18.3,19,56,15,Winter,No,Monday,yes,53,10.0,63
17206291,SM-11,13/3/2012,2012,Mar,0,blue,Mist and Cloudy,18.3,19,52,13,Winter,No,Tuesday,yes,21,5.0,26
17216495,SM-13,13/3/2012,2012,Mar,1,green,Mist and Cloudy,16.4,17,59,15,Winter,No,Tuesday,yes,14,2.0,16
17227284,SM-09,13/3/2012,2012,Mar,2,blue,Light Rain or Snow,16.4,17,72,20,Winter,No,Tuesday,yes,1,0.0,1
17238285,SM-01,13/3/2012,2012,Mar,3,purple,Light Rain or Snow,16.4,17,72,20,Winter,No,Tuesday,yes,2,0.0,2
17242300,SM-10,13/3/2012,2012,Mar,4,blue,Mist and Cloudy,13.6,14,82,13,Winter,No,Tuesday,yes,1,0.0,1
17257869,SM-10,13/3/2012,2012,Mar,5,green,Mist and Cloudy,13.6,14,82,13,Winter,No,Tuesday,yes,24,0.0,24
17264097,SM-14,13/3/2012,2012,Mar,6,purple,Light Rain or Snow,13.6,14,82,13,Winter,No,Tuesday,yes,108,5.0,113
17275616,SM-02,13/3/2012,2012,Mar,7,yellow,Mist and Cloudy,13.6,14,82,19,Winter,No,Tuesday,yes,292,16.0,308
17281009,SM-11,13/3/2012,2012,Mar,8,black,Clear,13.6,14,82,19,Winter,No,Tuesday,yes,571,22.0,593
17296752,SM-11,13/3/2012,2012,Mar,9,white,Clear,14.6,15,82,19,Winter,No,Tuesday,yes,324,18.0,342
17307295,SM-14,13/3/2012,2012,Mar,10,red,Clear,16.4,17,77,15,Winter,No,Tuesday,yes,115,28.0,143
17315815,SM-12,13/3/2012,2012,Mar,11,grey,Clear,17.4,18,73,19,Winter,No,Tuesday,yes,155,64.0,219
17322072,SM-04,13/3/2012,2012,Mar,12,white,Clear,20.2,24,60,19,Winter,No,Tuesday,yes,197,47.0,244
17334225,SM-04,13/3/2012,2012,Mar,13,grey,Clear,20.2,24,60,26,Winter,No,Tuesday,yes,180,53.0,233
17342316,SM-02,13/3/2012,2012,Mar,14,purple,Clear,22.1,25,53,22,Winter,No,Tuesday,yes,160,52.0,212
17356699,SM-01,13/3/2012,2012,Mar,15,purple,Clear,24.9,26,39,15,Winter,No,Tuesday,yes,196,68.0,264
17367807,SM-14,13/3/2012,2012,Mar,16,grey,Clear,25.8,27,34,26,Winter,No,Tuesday,yes,312,53.0,365
17377674,SM-09,13/3/2012,2012,Mar,17,green,Clear,24.9,26,37,7,Winter,No,Tuesday,yes,614,62.0,676
17384683,SM-10,13/3/2012,2012,Mar,18,red,Clear,24.9,26,34,20,Winter,No,Tuesday,yes,638,96.0,734
17398227,SM-10,13/3/2012,2012,Mar,19,purple,Clear,22.1,25,47,15,Winter,No,Tuesday,yes,429,50.0,479
17404273,SM-11,13/3/2012,2012,Mar,20,green,Clear,20.2,25,49,11,Winter,No,Tuesday,yes,306,45.0,351
17418000,SM-07,13/3/2012,2012,Mar,21,yellow,Clear,19.3,20,56,7,Winter,No,Tuesday,yes,200,44.0,244
17421145,SM-09,13/3/2012,2012,Mar,22,white,Clear,18.3,19,60,6,Winter,No,Tuesday,yes,146,24.0,170
17436010,SM-04,13/3/2012,2012,Mar,23,grey,Clear,18.3,19,56,9,Winter,No,Tuesday,yes,79,8.0,87
17444040,SM-11,14/3/2012,2012,Mar,0,red,Clear,17.4,18,60,7,Winter,No,Wednesday,yes,34,5.0,39
17451482,SM-06,14/3/2012,2012,Mar,1,black,Clear,16.4,17,63,6,Winter,No,Wednesday,yes,25,2.0,27
17464179,SM-05,14/3/2012,2012,Mar,2,purple,Clear,15.5,16,68,13,Winter,No,Wednesday,yes,2,0.0,2
17472249,SM-12,14/3/2012,2012,Mar,3,red,Clear,14.6,15,72,13,Winter,No,Wednesday,yes,3,1.0,4
17481630,SM-13,14/3/2012,2012,Mar,4,purple,Clear,14.6,15,67,6,Winter,No,Wednesday,yes,4,1.0,5
17499853,SM-07,14/3/2012,2012,Mar,5,black,Clear,12.7,13,82,9,Winter,No,Wednesday,yes,25,2.0,27
17503852,SM-08,14/3/2012,2012,Mar,6,yellow,Clear,12.7,13,82,6,Winter,No,Wednesday,yes,120,1.0,121
17511987,SM-12,14/3/2012,2012,Mar,7,purple,Clear,12.7,13,82,7,Winter,No,Wednesday,yes,348,20.0,368
