Segment_ID,Road_Segment_Name,Road_Type,Intersection,Speed_Sign,Traffic_Light,Liquor_Licenses,Supermarket,Primary_School,Secondary_School,Commercial_Area,Industrial_Area,Residential_Area,Parkland_Area,Primary_Production_Area,Dwelling_Sep_House,Dwelling_Semid_Tce,Dwelling_Flat_Unit_Apart,SEIFA,Age_Less_Than_15yrs,Age_15_24yrs,Age_25_44yrs,Age_45_64yrs,Age_65yrs_Over,Couple_No_Children,Couple_With_Children,Single_Parent,No_Car,Cars_One,Cars_Two_Over,Zone_Type
18446,DALES ROAD,ROAD,non-Intersection,0,0,0,0,0,0,,,0,0.596,0,1,0,0,897,0.167,0.106,0.191,0.304,0.232,0.383,0.374,0.178,0.028,0.27,0.652,Standard Zone
17578,CUTTY SARK ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0.718,0,0.282,0.98,0,0.021,846,0.14,0.06,0.183,0.258,0.359,0.549,0.204,0.204,0.067,0.421,0.462,Standard Zone
15922,WALL STREET,STREET,non-Intersection,0,0,0,0,0,0,0,0,0.785,0.215,0,1,0,0,998,0.168,0.063,0.286,0.322,0.161,0.455,0.364,0.227,0.055,0.373,0.546,Standard Zone
16590,DUNCANS ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1032,0.177,0.135,0.147,0.27,0.27,0.511,0.4,0.089,0.029,0.133,0.8,Standard Zone
1300,SIMPSON STREET,STREET,non-Intersection,0,0,1,0,0,0,0.045,0,0.698,0,0.257,0.462,0.436,0.103,965,0.092,0.092,0.175,0.24,0.4,0.526,0.29,0.171,0.139,0.397,0.344,Standard Zone
18372,JENSENS ROAD,ROAD,non-Intersection,0,0,0,0,0,0,,,0,0.175,0,1,0,0,915,0.157,0.126,0.233,0.332,0.153,0.54,0.342,0.171,0.04,0.24,0.64,Standard Zone
3372,HAMILTON HIGHWAY,HIGHWAY,non-Intersection,1,0,0,0,0,0,0,0,0.905,0,0.095,1,0,0,1085,0.269,0.071,0.312,0.263,0.085,0.381,0.59,0.049,0,0.134,0.834,Standard Zone
9180,TREATED PINE ROAD,ROAD,non-Intersection,0,0,0,0,1,0,0,0,0.871,0,0.129,1,0,0,1025,0.175,0.099,0.222,0.326,0.178,0.441,0.514,0.099,0,0.143,0.827,Standard Zone
3756,BOLTON STREET,STREET,non-Intersection,0,0,0,0,0,0,0,0,0.946,0,0.054,0.961,0,,1060,0.211,0.123,0.208,0.331,0.127,0.448,0.471,0.081,0,0.125,0.875,Standard Zone
744,THOMPSON JORDAN DIVIDE ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,1,0,,,,0,,,,,,0,0,0,0,0,0,Standard Zone
17582,CUTTY SARK ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0.716,0,0.284,0.98,0,0.021,846,0.14,0.06,0.183,0.258,0.359,0.549,0.204,0.204,0.067,0.421,0.462,Standard Zone
4750,GUNDRYS ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,,,,,0.984,0,,1099,0.207,0.101,0.188,0.344,0.159,0.387,0.515,0.098,0,0.129,0.851,Standard Zone
8828,REEL STREET,STREET,non-Intersection,0,0,0,0,0,0,0,0,1,0,0,0.955,0,,982,0.112,0.067,0.176,0.275,0.37,0.563,0.277,0.089,0.06,0.393,0.514,Standard Zone
13064,WATT STREET,STREET,non-Intersection,0,0,1,0,1,0,,0,0.861,0,0,0.804,0.123,0.073,981,0.17,0.107,0.255,0.23,0.239,0.513,0.397,0.167,0.078,0.355,0.567,Standard Zone
18786,REILLY STREET,STREET,Intersection,0,0,13,0,0,0,0.463,0,0.354,0.183,0,0.686,0.264,0.025,1030,0.118,0.045,0.169,0.269,0.399,0.68,0.282,0.128,0.1,0.412,0.471,Red Zone
9482,WESTGATE ROAD,ROAD,non-Intersection,0,0,0,0,0,0,,0,0.819,0,0,1,0,0,1020,0.252,0.118,0.232,0.239,0.159,0.347,0.597,0.073,0.021,0.148,0.775,Standard Zone
7308,HAZEL STREET,STREET,non-Intersection,1,0,0,0,0,0,0,0,0.606,0.394,0,0.96,0,0.04,1025,0.139,0.059,0.205,0.347,0.251,0.553,0.351,0.138,0.046,0.422,0.487,Standard Zone
15204,REDWOOD DRIVE,DRIVE,non-Intersection,0,0,0,0,0,0,0,0,1,0,0,0.982,0.018,0,977,0.172,0.086,0.168,0.304,0.27,0.529,0.361,0.131,0.052,0.362,0.539,Standard Zone
14910,BUTCHERS ROAD,ROAD,non-Intersection,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1022,0.167,0.073,0.162,0.432,0.167,0.452,0.425,0.096,0,0.196,0.772,Standard Zone
15876,LORETTAS WAY,WAY,non-Intersection,0,0,0,0,0,0,0,0,0.848,0.152,0,0.956,0.012,0.032,1008,0.165,0.094,0.171,0.285,0.285,0.388,0.418,0.158,0.041,0.4,0.527,Standard Zone
3900,PETTAVEL ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1088,0.175,0.106,0.175,0.341,0.204,0.464,0.472,0.088,0.04,0.133,0.787,Standard Zone
2560,COLAC-BALLARAT ROAD,ROAD,non-Intersection,1,0,0,0,0,0,0,0,0.041,0,0.96,0.926,0.056,0,944,0.163,0.101,0.17,0.354,0.212,0.472,0.389,0.148,0.047,0.189,0.716,Standard Zone
18882,MCPHILLIPS ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,1,0,0,0.989,0.011,0,992,0.214,0.109,0.299,0.184,0.194,0.332,0.519,0.164,0.02,0.253,0.708,Standard Zone
9074,LINEHANS ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0.489,0.511,1,0,0,1019,0.203,0.068,0.192,0.387,0.149,0.426,0.409,0.157,0,0.119,0.828,Standard Zone
3852,LEWIS ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1061,0.175,0.143,0.161,0.37,0.152,0.402,0.492,0.05,0,0.157,0.817,Standard Zone
11968,TOORONGA ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0.633,0.012,0.355,0.965,0,,974,0.26,0.109,0.19,0.31,0.132,0.459,0.459,0.098,0,0.261,0.705,Standard Zone
6938,BACK BEACH ROAD,ROAD,Intersection,0,0,0,0,0,0,0,0,0.296,0,0.704,1,0,0,1048,0.122,0.103,0.16,0.365,0.25,0.61,0.342,0,0,0.231,0.769,Red Zone
13746,NINE MILE ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1035,0.203,0.072,0.176,0.341,0.207,0.524,0.405,0.048,0,0.156,0.817,Standard Zone
2246,SHARKEY ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0,1,0.97,0,,1018,0.195,0.067,0.246,0.354,0.138,0.484,0.396,0.132,0,0.162,0.762,Standard Zone
16996,HARDIE STREET,STREET,non-Intersection,0,0,0,0,0,0,0,0,0.844,0,0.156,0.926,0.056,0,944,0.163,0.101,0.17,0.354,0.212,0.472,0.389,0.148,0.047,0.189,0.716,Standard Zone
9394,SAGO HILL ROAD,ROAD,non-Intersection,0,0,1,0,0,0,,,0.076,0,0.031,1,0,0,1007,0.214,0.122,0.25,0.315,0.099,0.363,0.473,0.13,0.018,0.083,0.84,Standard Zone
13942,PRINCES HIGHWAY,HIGHWAY,Intersection,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1035,0.203,0.072,0.176,0.341,0.207,0.524,0.405,0.048,0,0.156,0.817,Standard Zone
760,DIGGERS REST-COIMADAI ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1046,0.257,0.124,0.262,0.246,0.111,0.227,0.68,0.052,0.028,0.101,0.844,Standard Zone
18122,OCEAN ACRES DRIVE,DRIVE,non-Intersection,0,0,0,0,0,0,0,0,0.729,0,0.271,1,0,0,1149,0.277,0.101,0.236,0.277,0.109,0.274,0.726,0.024,0,0.081,0.902,Standard Zone
8268,KING STREET,STREET,Intersection,0,0,0,0,1,0,0.001,0,0.74,0,0,1,0,0,872,0.087,0.071,0.118,0.271,0.453,0.59,0.253,0.158,0.074,0.547,0.332,Standard Zone
16680,EAST WEST ROAD,ROAD,non-Intersection,0,0,0,0,0,0,,,,,0.885,1,0,0,1049,0.177,0.151,0.153,0.336,0.183,0.379,0.495,0.078,0,0.139,0.826,Standard Zone
7062,BARRY STREET,STREET,non-Intersection,0,0,0,0,0,0,0,0,0.794,0.206,0,1,0,0,967,0.217,0.07,0.251,0.282,0.181,0.365,0.427,0.182,0.03,0.392,0.537,Standard Zone
1236,GISBORNE ROAD,ROAD,Intersection,0,1,7,0,0,0,0.455,0,0.43,0,0,0.859,0.141,0,978,0.234,0.087,0.239,0.272,0.168,0.31,0.43,0.24,0.059,0.379,0.477,Red Zone
12656,HOPETOUN ROAD,ROAD,Intersection,0,0,0,0,0,0,0,0,1,0,0,0.498,0.192,0.31,877,0.038,0.109,0.1,0.233,0.519,0.577,0.218,0.128,0.147,0.554,0.245,Red Zone
14740,STEAD STREET,STREET,non-Intersection,0,0,0,0,0,0,0.009,0,0.95,0,0.041,0.951,0,0.049,931,0.237,0.081,0.294,0.265,0.123,0.4,0.436,0.109,0,0.447,0.494,Standard Zone
2522,ROWLEYS SPUR ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,,,,1,0,0,0,0,0.667,0.333,Standard Zone
12122,NEWELL ROAD,ROAD,non-Intersection,0,0,0,0,0,0,,,,,0.459,1,0,0,934,0.122,0.131,0.234,0.393,0.122,0.286,0.786,0.143,0,0.143,0.857,Standard Zone
18900,RIGHT HAND BRANCH ROAD,ROAD,non-Intersection,0,0,4,0,0,0,0,,,,,0.969,0,,938,0.145,0.072,0.163,0.404,0.217,0.5,0.372,0.077,0.067,0.215,0.696,Standard Zone
8116,KORUMBURRA ROAD,ROAD,Intersection,0,0,1,0,0,0,,0,0.638,0.21,0,0.959,0.042,0,824,0.146,0.095,0.177,0.229,0.354,0.524,0.235,0.269,0.099,0.515,0.344,Red Zone
2068,COLAC-BALLARAT ROAD,ROAD,non-Intersection,1,0,0,0,0,0,0,0,0,0,1,1,0,0,944,0.205,0.098,0.198,0.337,0.163,0.442,0.407,0.134,0.022,0.189,0.743,Standard Zone
19194,RAMAGE ROAD,ROAD,non-Intersection,0,0,0,0,0,0,,,,,0.857,1,0,0,1036,0.191,0.112,0.143,0.387,0.167,0.521,0.493,0.056,0,0.075,0.888,Standard Zone
15648,GUNNS ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0.601,0.399,1,0,0,943,0.097,0.093,0.157,0.335,0.319,0.591,0.242,0.046,0,0.301,0.602,Standard Zone
10700,BROWNS ROAD,ROAD,non-Intersection,0,0,0,0,0,0,,,0.589,0,0,1,0,0,915,0.157,0.126,0.233,0.332,0.153,0.54,0.342,0.171,0.04,0.24,0.64,Standard Zone
18726,LYALL STREET,STREET,non-Intersection,0,0,0,0,0,0,0,0,0.499,0.502,0,1,0,0,1003,0.138,0.067,0.16,0.332,0.303,0.567,0.269,0.173,0.029,0.254,0.688,Standard Zone
12162,EARLY ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,1,0,1,0,0,981,0.13,,0.609,0.261,0,0.375,0.5,0.5,0,0.429,0.571,Standard Zone
9342,BRITTS AND HOWARD ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0,1,0.944,0,0.056,970,0.214,0.149,0.214,0.262,0.162,0.298,0.614,0.053,0.035,0.207,0.713,Standard Zone
1654,WALHALLA ROAD,ROAD,non-Intersection,0,0,0,0,0,0,,,0,0.817,0,,,,0,,,,,,0,0,0,0,0,0,Standard Zone
6802,GREAT OCEAN ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0.547,0.453,0,0.973,0,,1050,0.199,0.091,0.182,0.354,0.174,0.482,0.42,0.111,0,0.33,0.642,Standard Zone
11292,MONETTES MILL ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,,,,,0.969,0,,938,0.145,0.072,0.163,0.404,0.217,0.5,0.372,0.077,0.067,0.215,0.696,Standard Zone
14216,BURNS ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1026,0.168,0.133,0.231,0.309,0.158,0.452,0.471,0.058,0,0.172,0.797,Standard Zone
1150,WILLIAM STREET,STREET,non-Intersection,0,1,0,0,0,0,0,0,0.942,0,0,0.897,0.103,0,975,0.176,0.131,0.263,0.267,0.164,0.371,0.543,0.121,0.098,0.359,0.511,Standard Zone
2334,COLAC-BALLARAT ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0,1,1,0,0,944,0.205,0.098,0.198,0.337,0.163,0.442,0.407,0.134,0.022,0.189,0.743,Standard Zone
16354,NEERIM NORTH-NOOJEE ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0.121,0,0.879,1,0,0,1047,0.199,0.089,0.181,0.376,0.155,0.5,0.288,0.061,0,0.232,0.768,Standard Zone
2796,GUMLEY ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0,1,0.926,0.056,0,944,0.163,0.101,0.17,0.354,0.212,0.472,0.389,0.148,0.047,0.189,0.716,Standard Zone
4482,GILBERT STREET,STREET,non-Intersection,0,0,22,1,0,0,0.365,0,0.283,0.352,0,0.467,0.454,0.079,1011,0.151,0.097,0.29,0.29,0.172,0.51,0.286,0.153,0.07,0.43,0.475,Red Zone
11474,MOE-RAWSON ROAD,ROAD,non-Intersection,0,0,3,0,0,0,0,0,1,0,0,0.969,0,,938,0.145,0.072,0.163,0.404,0.217,0.5,0.372,0.077,0.067,0.215,0.696,Standard Zone
392,BYRES ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,1,0,0,1,0,0,998,0.168,0.063,0.286,0.322,0.161,0.455,0.364,0.227,0.055,0.373,0.546,Standard Zone
17668,MIDLAND HIGHWAY,HIGHWAY,Intersection,1,0,0,0,0,0,0,0,0.411,0,0.589,1,0,0,1107,0.248,0.167,0.155,0.353,0.078,0.212,0.712,0.076,0,0.065,0.885,Standard Zone
5094,POINT ADDIS ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0.475,0.525,1,0,0,1094,0.183,0.143,0.135,0.325,0.214,0.485,0.606,0.091,0,0.139,0.861,Standard Zone
8512,KENNETH STREET,STREET,non-Intersection,0,0,0,0,0,0,0,0,1,0,0,0.936,0.032,0.016,977,0.15,0.057,0.2,0.298,0.295,0.584,0.239,0.159,0.065,0.425,0.457,Standard Zone
15272,KING STREET,STREET,non-Intersection,0,0,0,0,0,0,0,0,0.81,0.189,0,0.963,0,0.037,1027,0.191,0.138,0.253,0.229,0.188,0.367,0.411,0.122,0,0.2,0.755,Standard Zone
16780,CHILDERS-THORPDALE ROAD,ROAD,non-Intersection,0,0,0,0,0,1,0,0,0,0,1,1,0,0,944,0.113,0.127,0.213,0.38,0.167,0.65,0.4,0.075,0,0.228,0.719,Standard Zone
13734,ALLAMBEE STREET,STREET,non-Intersection,0,0,0,0,0,0,0,0,1,0,0,1,0,0,979,0.249,0.127,0.239,0.273,0.112,0.29,0.57,0.14,0.022,0.202,0.709,Standard Zone
5646,CORINELLA ROAD,ROAD,Intersection,1,0,0,0,0,0,0,0,0,0,1,1,0,0,950,0.127,0.102,0.183,0.35,0.238,0.5,0.325,0.2,0,0.279,0.684,Standard Zone
3174,GEELONG ROAD,ROAD,Intersection,0,0,3,1,0,0,0.384,0,0.616,0,0,1,0,0,1055,0.318,0.113,0.227,0.23,0.112,0.299,0.646,0.075,0,0.083,0.892,Red Zone
16066,MCLACHANS ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,,,,,1,0,0,978,0.206,0.126,0.215,0.318,0.135,0.398,0.5,0.093,0.021,0.172,0.786,Standard Zone
13568,SELETTO STREET,STREET,non-Intersection,1,0,0,0,0,0,0,0,0.866,0,0.134,1,0,0,977,0.27,0.129,0.215,0.249,0.137,0.259,0.672,0.155,0,0.177,0.824,Standard Zone
2816,PERDRISAT ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0,1,0.976,0,0.024,1008,0.24,0.148,0.188,0.311,0.113,0.31,0.491,0.129,0,0.105,0.836,Standard Zone
12242,MACKEY STREET,STREET,Intersection,0,0,2,0,0,0,0,0.157,0.844,0,0,0.98,0,0.02,926,0.248,0.119,0.296,0.23,0.106,0.369,0.406,0.206,0.03,0.239,0.697,Red Zone
7880,BASS HIGHWAY,HIGHWAY,non-Intersection,0,0,1,0,0,0,0,0,0.872,0.128,0,0.97,0,,892,0.229,0.124,0.295,0.248,0.105,0.349,0.389,0.238,0.015,0.393,0.526,Standard Zone
12038,OLD SALE ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1045,0.079,0.107,0.22,0.367,0.226,0.519,0.442,0.173,0,0.101,0.855,Standard Zone
11308,NEERIM EAST ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0,1,1,0,0,993,0.138,0.106,0.131,0.374,0.251,0.49,0.353,0.186,0,0.253,0.727,Standard Zone
5484,MCMILLAN STREET,STREET,non-Intersection,0,0,0,0,0,0,0,0,0.998,0.002,0,0.767,0.05,0.144,1052,0.13,0.05,0.176,0.296,0.348,0.607,0.316,0.077,0.055,0.38,0.545,Standard Zone
6574,HASTINGS STREET,STREET,non-Intersection,0,0,0,0,0,0,0,0,0.486,0,0.514,1,0,0,969,0.103,0.049,0.127,0.366,0.355,0.613,0.261,0.148,0.018,0.365,0.586,Standard Zone
10062,YENDON-LAL LAL ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0.182,0,0.818,1,0,0,996,0.222,0.114,0.225,0.332,0.107,0.358,0.494,0.173,0,0.221,0.747,Standard Zone
10430,LAWRENCE ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,1,0,1,0,0,915,0.157,0.126,0.233,0.332,0.153,0.54,0.342,0.171,0.04,0.24,0.64,Standard Zone
9894,GARDEN STREET,STREET,non-Intersection,0,0,0,0,0,0,,,0.516,0,0,1,0,0,1010,0.267,0.131,0.204,0.337,0.061,0.368,0.53,0.034,0,0.143,0.812,Standard Zone
5324,GOLF LINKS ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0.567,0.434,0,0.956,0.012,0.032,1008,0.165,0.094,0.171,0.285,0.285,0.388,0.418,0.158,0.041,0.4,0.527,Standard Zone
14566,OUTTRIM-INVERLOCH ROAD,ROAD,non-Intersection,1,0,0,0,0,0,0,0,0,0,1,0.966,0,,1043,0.185,0.056,0.147,0.401,0.211,0.62,0.423,0.085,0.031,0.125,0.844,Standard Zone
18950,LAVER DRIVE,DRIVE,non-Intersection,0,0,0,0,0,0,0,0,0.39,0,0.61,0.97,0,,1010,0.21,0.103,0.155,0.352,0.179,0.481,0.443,0.139,0.042,0.156,0.719,Standard Zone
8696,DROWLEYS ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0.204,0,0.796,1,0,0,1060,0.164,0.107,0.171,0.352,0.206,0.443,0.405,0.101,0,0.106,0.83,Standard Zone
19906,SWINGLER ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,1,0,,,,0,,,,,,0,0,0,0,0,0,Standard Zone
8672,VENUS STREET,STREET,non-Intersection,0,0,0,0,0,0,,0,0.789,0,0,0.686,0.264,0.025,1030,0.118,0.045,0.169,0.269,0.399,0.68,0.282,0.128,0.1,0.412,0.471,Standard Zone
3458,RAILWAY STREET,STREET,non-Intersection,0,0,1,0,0,0,0,0,0.113,0.226,0.661,0.982,0.018,0,980,0.206,0.101,0.266,0.282,0.145,0.391,0.461,0.133,0.031,0.267,0.702,Standard Zone
8942,CHASE ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,1,0,1,0,0,971,0.178,0.05,0.168,0.416,0.188,0.45,0.4,0.15,0.035,0.186,0.663,Standard Zone
18340,SKIPPER ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,1,0,1,0,0,915,0.157,0.126,0.233,0.332,0.153,0.54,0.342,0.171,0.04,0.24,0.64,Standard Zone
6386,BEACH ROAD,ROAD,non-Intersection,0,0,3,0,0,0,0,0,1,0,0,0.979,0,0.021,1068,0.13,0.102,0.15,0.379,0.24,0.455,0.356,0.149,0,0.359,0.578,Standard Zone
6752,HOAD STREET,STREET,Intersection,0,0,0,0,0,0,0,0,0.651,0,0.35,1,0,0,912,0.193,0.092,0.203,0.369,0.143,0.386,0.416,0.218,0,0.372,0.628,Standard Zone
386,GOLDEN POINT ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0.964,0.036,0,1,0,0,998,0.168,0.063,0.286,0.322,0.161,0.455,0.364,0.227,0.055,0.373,0.546,Standard Zone
11888,TYMKIN ROAD,ROAD,non-Intersection,1,0,0,0,0,0,,0,0.807,0,0.093,0.967,0.033,0,1002,0.151,0.124,0.187,0.377,0.163,0.479,0.372,0.128,0,0.153,0.847,Standard Zone
274,OLD BLACKWOOD ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1042,0.145,0.131,0.209,0.348,0.167,0.457,0.424,0.054,0,0.122,0.852,Standard Zone
17348,OCONNORS ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0.992,0.005,1,0,0,1019,0.203,0.068,0.192,0.387,0.149,0.426,0.409,0.157,0,0.119,0.828,Standard Zone
14906,CERVI ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,1,0,1,0,0,979,0.196,0.116,0.183,0.29,0.214,0.571,0.464,0,0,0.156,0.844,Standard Zone
19766,BINKS ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1042,0.145,0.131,0.209,0.348,0.167,0.457,0.424,0.054,0,0.122,0.852,Standard Zone
10148,STATE FOREST ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0.526,0,0.474,1,0,0,1009,0.218,0.139,0.225,0.333,0.085,0.285,0.583,0.076,0,0.2,0.765,Standard Zone
16954,WATT STREET,STREET,non-Intersection,0,0,5,0,0,0,0.499,0,0.283,0.086,0,0.976,0.012,0,920,0.176,0.14,0.172,0.277,0.235,0.353,0.405,0.209,0.109,0.413,0.425,Standard Zone
19372,RUSSELLS BRIDGE ROAD,ROAD,non-Intersection,0,0,1,0,0,0,0,0,0,0,1,0.949,0,,1062,0.25,0.067,0.177,0.36,0.146,0.442,0.442,0.186,0,0.161,0.79,Standard Zone
862,CAIRNS DRIVE,DRIVE,non-Intersection,0,0,0,0,0,0,0,0,0.982,0,0,1,0,0,1008,0.204,0.198,0.22,0.315,0.063,0.167,0.655,0.191,0,0.176,0.824,Standard Zone
2202,DEREEL-ROKEWOOD JUNCTION ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0,1,1,0,0,944,0.205,0.098,0.198,0.337,0.163,0.442,0.407,0.134,0.022,0.189,0.743,Standard Zone
15850,JINDIVICK-NEERIM SOUTH ROAD,ROAD,non-Intersection,0,0,0,0,0,0,,,,,0.136,0.956,0.025,0,1019,0.142,0.125,0.149,0.352,0.234,0.488,0.378,0.158,0,0.248,0.733,Standard Zone
19384,KORUMBURRA-WARRAGUL ROAD,ROAD,non-Intersection,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1036,0.208,0.083,0.235,0.34,0.135,0.438,0.448,0.095,0,0.126,0.837,Standard Zone
13986,KENNYS ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0,1,1,0,0,974,0.098,0.102,0.171,0.445,0.184,0.519,0.321,0.173,0.031,0.135,0.833,Standard Zone
9302,TORPYS ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0.032,0,0.968,1,0,0,1025,0.175,0.099,0.222,0.326,0.178,0.441,0.514,0.099,0,0.143,0.827,Standard Zone
1118,GEORGE STREET,STREET,non-Intersection,0,0,0,0,0,0,0,0,0.921,0.079,0,0.785,0.038,0.177,928,0.151,0.118,0.207,0.244,0.28,0.462,0.28,0.194,0.145,0.329,0.48,Standard Zone
18038,OLD COACH ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0.712,0.288,0,0.973,0,,1050,0.199,0.091,0.182,0.354,0.174,0.482,0.42,0.111,0,0.33,0.642,Standard Zone
16262,CALVERTS ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0.537,0.463,0,1,0,0,1009,0.218,0.139,0.225,0.333,0.085,0.285,0.583,0.076,0,0.2,0.765,Standard Zone
6992,SUNDERLAND BAY ROAD,ROAD,non-Intersection,1,0,0,0,0,0,0,0,0.527,0,0.473,1,0,0,967,0.217,0.07,0.251,0.282,0.181,0.365,0.427,0.182,0.03,0.392,0.537,Standard Zone
6218,JAMES STREET,STREET,non-Intersection,0,0,0,0,0,0,,0,0.899,0,0,0.888,0.087,0.025,921,0.13,0.051,0.171,0.223,0.424,0.523,0.271,0.194,0.097,0.385,0.466,Standard Zone
5038,BASS HIGHWAY,HIGHWAY,Intersection,0,0,0,0,0,0,0,0,0.685,0.315,0,1,0,0,805,0.199,0.086,0.248,0.274,0.194,0.454,0.244,0.267,0.025,0.541,0.403,Red Zone
582,HOLTS ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0.963,0.037,1,0,0,1042,0.145,0.131,0.209,0.348,0.167,0.457,0.424,0.054,0,0.122,0.852,Standard Zone
3366,FYANSFORD-GHERINGHAP ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1079,0.288,0.114,0.241,0.251,0.106,0.383,0.574,0.078,0,0.112,0.853,Standard Zone
1640,THOMSON-JORDAN ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0.956,0,,,,0,,,,,,0,0,0,0,0,0,Standard Zone
1838,HORSEHILL ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0,1,1,0,0,944,0.189,0.111,0.194,0.311,0.194,0.402,0.435,0.207,0,0.225,0.733,Standard Zone
3498,INVERLEIGH-WINCHELSEA ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1087,0.206,0.112,0.197,0.294,0.191,0.379,0.516,0.063,0,0.091,0.849,Standard Zone
16176,THOMAS ROAD,ROAD,non-Intersection,0,0,0,0,0,0,,0,0.847,0,0,1,0,0,1007,0.214,0.122,0.25,0.315,0.099,0.363,0.473,0.13,0.018,0.083,0.84,Standard Zone
10730,MCKEES ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,0,1,0.963,0,,989,0.231,0.081,0.175,0.325,0.188,0.424,0.424,0.091,0,0.156,0.805,Standard Zone
13584,HAYES DRIVE,DRIVE,non-Intersection,0,0,0,0,0,0,0,0,0.97,0,0,0.472,,0.511,938,0.049,0.096,0.096,0.185,0.575,0.614,0.317,0.109,0.16,0.409,0.376,Standard Zone
6034,GILBERT STREET,STREET,non-Intersection,0,0,0,0,0,0,0,0,1,0,0,0.979,0,0.021,1068,0.13,0.102,0.15,0.379,0.24,0.455,0.356,0.149,0,0.359,0.578,Standard Zone
11980,BEARD ROAD,ROAD,non-Intersection,0,0,0,0,0,0,0,0,0,,0.97,1,0,0,1045,0.079,0.107,0.22,0.367,0.226,0.519,0.442,0.173,0,0.101,0.855,Standard Zone
13860,HAZELDEAN ROAD,ROAD,Intersection,0,0,0,0,0,0,0.188,0,0.395,0,0.417,1,0,0,1012,0.165,0.138,0.193,0.395,0.11,0.429,0.4,0.129,0.038,0.163,0.763,Red Zone
