RecordID,Shift_Manager_Code,Date,Year,Month,Hour,Session_colour,Weather_Outcast,Temperature_Celsius,Feeling_Temperature_Celsius,Humidity_Percent,Wind_Speed_kph,Season,Public_Holiday,Week_Day,Business_Day
7100,SM-04,28/10/2011,2011,Oct,11,purple,Clear,8.9,7,50,15,Autumn,No,Friday,yes
5991,SM-06,12/9/2011,2011,Sep,5,grey,Clear,18.3,19,83,0,Summer,No,Monday,yes
8632,SM-13,31/12/2011,2011,Dec,11,yellow,Clear,11.7,12,71,11,Winter,No,Saturday,No
771,SM-07,4/2/2011,2011,Feb,14,white,Mist and Cloudy,5.2,2,45,11,Winter,No,Friday,yes
8256,SM-05,15/12/2011,2011,Dec,16,black,Light Rain or Snow,13.6,14,72,11,Autumn,No,Thursday,yes
7878,SM-07,29/11/2011,2011,Nov,22,yellow,Clear,9.9,10,82,20,Autumn,No,Tuesday,yes
1716,SM-13,17/3/2011,2011,Mar,4,purple,Clear,8,6,71,13,Winter,No,Thursday,yes
21,SM-14,1/1/2011,2011,Jan,21,black,Mist and Cloudy,10.8,11,87,13,Winter,Yes,Saturday,No
2132,SM-09,3/4/2011,2011,Apr,17,red,Mist and Cloudy,13.6,14,28,9,Spring,No,Sunday,No
1160,SM-13,21/2/2011,2011,Feb,3,blue,Mist and Cloudy,8,4,42,20,Winter,Yes,Monday,No
7335,SM-08,7/11/2011,2011,Nov,6,white,Mist and Cloudy,5.2,5,93,0,Autumn,No,Monday,yes
6479,SM-07,2/10/2011,2011,Oct,13,purple,Light Rain or Snow,10.8,11,62,15,Autumn,No,Sunday,No
8297,SM-04,17/12/2011,2011,Dec,9,red,Mist and Cloudy,4.2,0,56,17,Autumn,No,Saturday,No
2022,SM-11,30/3/2011,2011,Mar,3,white,Mist and Cloudy,7,7,49,0,Spring,No,Wednesday,yes
1406,SM-03,3/3/2011,2011,Mar,21,grey,Clear,0.5,-2,40,7,Winter,No,Thursday,yes
5443,SM-09,19/8/2011,2011,Aug,17,white,Clear,27.7,31,58,35,Summer,No,Friday,yes
645,SM-10,30/1/2011,2011,Jan,4,yellow,Clear,-1.4,-2,93,0,Winter,No,Sunday,No
8274,SM-08,16/12/2011,2011,Dec,10,grey,Clear,8,4,46,20,Autumn,No,Friday,yes
7125,SM-08,29/10/2011,2011,Oct,12,purple,Light Rain or Snow,3.3,-3,87,33,Autumn,No,Saturday,No
5422,SM-01,18/8/2011,2011,Aug,20,purple,Clear,23,24,83,7,Summer,No,Thursday,yes
1689,SM-08,16/3/2011,2011,Mar,0,purple,Light Rain or Snow,6.1,3,93,17,Winter,No,Wednesday,yes
1207,SM-11,23/2/2011,2011,Feb,9,green,Clear,0.5,-2,51,6,Winter,No,Wednesday,yes
2586,SM-12,22/4/2011,2011,Apr,16,purple,Light Rain or Snow,8,6,87,9,Spring,No,Friday,yes
1576,SM-02,11/3/2011,2011,Mar,3,green,Mist and Cloudy,7,6,93,6,Winter,No,Friday,yes
4657,SM-13,17/7/2011,2011,Jul,23,yellow,Clear,24.9,28,74,9,Summer,No,Sunday,No
1835,SM-02,22/3/2011,2011,Mar,5,blue,Mist and Cloudy,10.8,11,87,9,Spring,No,Tuesday,yes
6593,SM-07,7/10/2011,2011,Oct,7,white,Clear,11.7,12,94,0,Autumn,No,Friday,yes
8028,SM-04,6/12/2011,2011,Dec,4,white,Light Rain or Snow,13.6,14,88,15,Autumn,No,Tuesday,yes
3770,SM-14,11/6/2011,2011,Jun,0,green,Clear,24.9,28,79,9,Spring,No,Saturday,No
271,SM-02,12/1/2011,2011,Jan,18,grey,Clear,1.4,-6,47,35,Winter,No,Wednesday,yes
318,SM-05,14/1/2011,2011,Jan,18,blue,Clear,1.4,1,47,0,Winter,No,Friday,yes
8002,SM-01,5/12/2011,2011,Dec,2,grey,Clear,7,7,87,0,Autumn,No,Monday,yes
2208,SM-01,6/4/2011,2011,Apr,21,red,Clear,13.6,14,41,19,Spring,No,Wednesday,yes
8422,SM-04,22/12/2011,2011,Dec,14,purple,Mist and Cloudy,13.6,14,63,0,Winter,No,Thursday,yes
428,SM-02,19/1/2011,2011,Jan,21,grey,Clear,7,3,49,28,Winter,No,Wednesday,yes
5992,SM-04,12/9/2011,2011,Sep,6,blue,Clear,18.3,19,83,0,Summer,No,Monday,yes
2533,SM-05,20/4/2011,2011,Apr,11,black,Clear,21.1,24,69,6,Spring,No,Wednesday,yes
1258,SM-02,25/2/2011,2011,Feb,14,grey,Light Rain or Snow,18.3,19,56,41,Winter,No,Friday,yes
3616,SM-08,4/6/2011,2011,Jun,14,green,Clear,26.8,27,33,15,Spring,No,Saturday,No
4234,SM-03,30/6/2011,2011,Jun,8,red,Clear,24,26,47,15,Summer,No,Thursday,yes
7273,SM-01,4/11/2011,2011,Nov,16,blue,Clear,13.6,14,36,26,Autumn,No,Friday,yes
4882,SM-06,27/7/2011,2011,Jul,8,yellow,Clear,26.8,28,42,17,Summer,No,Wednesday,yes
8365,SM-12,20/12/2011,2011,Dec,5,black,Mist and Cloudy,8.9,9,57,0,Autumn,No,Tuesday,yes
1489,SM-12,7/3/2011,2011,Mar,10,green,Clear,3.3,-2,60,20,Winter,No,Monday,yes
3552,SM-03,1/6/2011,2011,Jun,22,white,Clear,26.8,30,66,9,Spring,No,Wednesday,yes
6887,SM-12,19/10/2011,2011,Oct,14,yellow,Light Rain or Snow,17.4,18,94,11,Autumn,No,Wednesday,yes
8166,SM-01,11/12/2011,2011,Dec,22,purple,Clear,2.3,2,55,0,Autumn,No,Sunday,No
4087,SM-05,24/6/2011,2011,Jun,5,purple,Clear,22.1,22,89,6,Summer,No,Friday,yes
406,SM-13,18/1/2011,2011,Jan,22,red,Mist and Cloudy,2.3,1,93,6,Winter,No,Tuesday,yes
2940,SM-02,7/5/2011,2011,May,10,blue,Clear,18.3,19,49,20,Spring,No,Saturday,No
8513,SM-10,26/12/2011,2011,Dec,11,white,Clear,8,3,46,39,Winter,Yes,Monday,No
4745,SM-09,21/7/2011,2011,Jul,15,black,Clear,34.3,45,53,17,Summer,No,Thursday,yes
1288,SM-08,26/2/2011,2011,Feb,20,purple,Clear,6.1,4,56,11,Winter,No,Saturday,No
6223,SM-14,21/9/2011,2011,Sep,21,black,Mist and Cloudy,20.2,17,100,6,Summer,No,Wednesday,yes
911,SM-12,10/2/2011,2011,Feb,12,purple,Clear,-0.5,-7,34,26,Winter,No,Thursday,yes
7162,SM-01,31/10/2011,2011,Oct,1,white,Clear,4.2,4,81,0,Autumn,No,Monday,yes
8433,SM-09,23/12/2011,2011,Dec,1,yellow,Light Rain or Snow,10.8,11,87,13,Winter,No,Friday,yes
8193,SM-02,13/12/2011,2011,Dec,1,white,Clear,1.4,1,80,0,Autumn,No,Tuesday,yes
4678,SM-08,18/7/2011,2011,Jul,20,red,Clear,28.7,33,59,15,Summer,No,Monday,yes
2717,SM-05,28/4/2011,2011,Apr,3,red,Mist and Cloudy,22.1,23,78,26,Spring,No,Thursday,yes
7955,SM-06,3/12/2011,2011,Dec,3,purple,Clear,3.3,0,70,9,Autumn,No,Saturday,No
5043,SM-12,3/8/2011,2011,Aug,1,green,Mist and Cloudy,28.7,31,52,11,Summer,No,Wednesday,yes
4798,SM-05,23/7/2011,2011,Jul,20,blue,Clear,30.5,37,59,15,Summer,No,Saturday,No
8142,SM-08,10/12/2011,2011,Dec,22,red,Clear,2.3,-1,41,9,Autumn,No,Saturday,No
6095,SM-06,16/9/2011,2011,Sep,13,blue,Mist and Cloudy,17.4,18,42,0,Summer,No,Friday,yes
5820,SM-04,4/9/2011,2011,Sep,23,yellow,Mist and Cloudy,25.8,29,70,11,Summer,No,Sunday,No
5494,SM-04,21/8/2011,2011,Aug,20,grey,Clear,24.9,28,79,17,Summer,No,Sunday,No
8473,SM-01,24/12/2011,2011,Dec,17,red,Clear,5.2,3,45,9,Winter,No,Saturday,No
4071,SM-04,23/6/2011,2011,Jun,13,red,Mist and Cloudy,27.7,31,62,19,Summer,No,Thursday,yes
6088,SM-05,16/9/2011,2011,Sep,6,black,Clear,9.9,10,71,15,Summer,No,Friday,yes
6935,SM-01,21/10/2011,2011,Oct,14,blue,Clear,16.4,17,42,20,Autumn,No,Friday,yes
7303,SM-09,5/11/2011,2011,Nov,22,grey,Clear,6.1,6,65,0,Autumn,No,Saturday,No
5464,SM-09,20/8/2011,2011,Aug,14,grey,Clear,29.6,33,49,13,Summer,No,Saturday,No
1218,SM-09,23/2/2011,2011,Feb,20,blue,Clear,3.3,0,60,11,Winter,No,Wednesday,yes
1887,SM-10,24/3/2011,2011,Mar,10,grey,Mist and Cloudy,4.2,-1,93,22,Spring,No,Thursday,yes
8510,SM-06,26/12/2011,2011,Dec,8,purple,Clear,7,6,45,9,Winter,Yes,Monday,No
2092,SM-05,2/4/2011,2011,Apr,1,purple,Clear,4.2,2,65,9,Spring,No,Saturday,No
386,SM-12,17/1/2011,2011,Jan,14,red,Mist and Cloudy,0.5,-2,43,7,Winter,Yes,Monday,No
6685,SM-05,11/10/2011,2011,Oct,3,black,Mist and Cloudy,16.4,17,88,7,Autumn,No,Tuesday,yes
2237,SM-09,8/4/2011,2011,Apr,2,red,Light Rain or Snow,8,6,76,11,Spring,No,Friday,yes
4691,SM-13,19/7/2011,2011,Jul,9,purple,Mist and Cloudy,29.6,36,63,9,Summer,No,Tuesday,yes
4858,SM-14,26/7/2011,2011,Jul,8,yellow,Clear,26.8,29,55,13,Summer,No,Tuesday,yes
2990,SM-06,9/5/2011,2011,May,12,white,Clear,20.2,25,43,13,Spring,No,Monday,yes
974,SM-14,13/2/2011,2011,Feb,6,purple,Mist and Cloudy,1.4,-2,69,9,Winter,No,Sunday,No
458,SM-05,21/1/2011,2011,Jan,3,purple,Light Rain or Snow,2.3,-2,80,20,Winter,No,Friday,yes
7741,SM-12,24/11/2011,2011,Nov,4,green,Clear,6.1,5,61,6,Autumn,Yes,Thursday,No
3494,SM-13,30/5/2011,2011,May,12,white,Clear,32.4,37,47,7,Spring,Yes,Monday,No
3780,SM-04,11/6/2011,2011,Jun,10,yellow,Clear,26.8,29,58,11,Spring,No,Saturday,No
2982,SM-05,9/5/2011,2011,May,4,white,Clear,11.7,12,82,11,Spring,No,Monday,yes
1629,SM-11,13/3/2011,2011,Mar,10,black,Clear,11.7,12,47,17,Winter,No,Sunday,No
4750,SM-10,21/7/2011,2011,Jul,20,green,Clear,31.5,43,71,15,Summer,No,Thursday,yes
1441,SM-02,5/3/2011,2011,Mar,8,yellow,Mist and Cloudy,6.1,2,100,20,Winter,No,Saturday,No
1821,SM-06,21/3/2011,2011,Mar,15,purple,Mist and Cloudy,18.3,19,60,15,Spring,No,Monday,yes
7152,SM-02,30/10/2011,2011,Oct,15,black,Clear,11.7,12,35,11,Autumn,No,Sunday,No
4538,SM-12,13/7/2011,2011,Jul,0,grey,Clear,27.7,31,62,0,Summer,No,Wednesday,yes
6739,SM-05,13/10/2011,2011,Oct,9,red,Light Rain or Snow,18.3,19,100,7,Autumn,No,Thursday,yes
5271,SM-07,12/8/2011,2011,Aug,13,red,Clear,28.7,29,29,6,Summer,No,Friday,yes
2872,SM-09,4/5/2011,2011,May,14,blue,Clear,15.5,16,51,26,Spring,No,Wednesday,yes
7007,SM-12,24/10/2011,2011,Oct,14,green,Mist and Cloudy,17.4,18,64,13,Autumn,No,Monday,yes
8516,SM-13,26/12/2011,2011,Dec,14,white,Clear,9.9,10,40,22,Winter,Yes,Monday,No
5042,SM-05,3/8/2011,2011,Aug,0,purple,Mist and Cloudy,29.6,33,49,11,Summer,No,Wednesday,yes
3969,SM-08,19/6/2011,2011,Jun,7,yellow,Mist and Cloudy,23,24,78,11,Spring,No,Sunday,No
5501,SM-12,22/8/2011,2011,Aug,3,grey,Light Rain or Snow,24.9,27,65,9,Summer,No,Monday,yes
150,SM-05,7/1/2011,2011,Jan,13,yellow,Mist and Cloudy,1.4,-4,37,19,Winter,No,Friday,yes
1134,SM-06,20/2/2011,2011,Feb,0,green,Clear,4.2,-2,35,30,Winter,No,Sunday,No
1175,SM-11,21/2/2011,2011,Feb,18,yellow,Mist and Cloudy,3.3,-2,87,24,Winter,Yes,Monday,No
8481,SM-12,25/12/2011,2011,Dec,1,green,Clear,2.3,-1,69,9,Winter,Yes,Sunday,No
3681,SM-14,7/6/2011,2011,Jun,7,blue,Mist and Cloudy,22.1,24,69,13,Spring,No,Tuesday,yes
5059,SM-06,3/8/2011,2011,Aug,17,green,Mist and Cloudy,24.9,28,79,0,Summer,No,Wednesday,yes
5129,SM-13,6/8/2011,2011,Aug,15,purple,Mist and Cloudy,31.5,37,53,17,Summer,No,Saturday,No
2168,SM-05,5/4/2011,2011,Apr,5,purple,Light Rain or Snow,13.6,14,94,20,Spring,No,Tuesday,yes
1720,SM-07,17/3/2011,2011,Mar,8,black,Clear,8.9,7,66,9,Winter,No,Thursday,yes
2544,SM-14,20/4/2011,2011,Apr,22,purple,Clear,21.1,25,41,17,Spring,No,Wednesday,yes
4993,SM-13,31/7/2011,2011,Jul,23,blue,Clear,26.8,30,66,15,Summer,No,Sunday,No
351,SM-08,16/1/2011,2011,Jan,3,black,Clear,2.3,2,69,0,Winter,No,Sunday,No
5667,SM-08,29/8/2011,2011,Aug,14,blue,Clear,24.9,26,42,0,Summer,No,Monday,yes
7067,SM-04,27/10/2011,2011,Oct,2,yellow,Light Rain or Snow,13.6,14,94,0,Autumn,No,Thursday,yes
980,SM-06,13/2/2011,2011,Feb,12,white,Clear,8.9,5,32,31,Winter,No,Sunday,No
5378,SM-02,17/8/2011,2011,Aug,0,black,Clear,23,25,69,6,Summer,No,Wednesday,yes
7195,SM-10,1/11/2011,2011,Nov,10,red,Clear,12.7,13,62,9,Autumn,No,Tuesday,yes
6565,SM-09,6/10/2011,2011,Oct,3,black,Clear,12.7,13,67,15,Autumn,No,Thursday,yes
7215,SM-12,2/11/2011,2011,Nov,6,black,Clear,6.1,6,81,0,Autumn,No,Wednesday,yes
5822,SM-14,5/9/2011,2011,Sep,1,black,Mist and Cloudy,24,26,79,7,Summer,Yes,Monday,No
5789,SM-07,3/9/2011,2011,Sep,16,red,Clear,25.8,29,70,13,Summer,No,Saturday,No
2854,SM-14,3/5/2011,2011,May,20,yellow,Clear,23,25,61,13,Spring,No,Tuesday,yes
6098,SM-11,16/9/2011,2011,Sep,16,blue,Mist and Cloudy,16.4,17,48,11,Summer,No,Friday,yes
5113,SM-05,5/8/2011,2011,Aug,23,purple,Clear,24,26,69,15,Summer,No,Friday,yes
7797,SM-03,26/11/2011,2011,Nov,12,purple,Clear,12.7,13,51,0,Autumn,No,Saturday,No
7587,SM-14,17/11/2011,2011,Nov,18,blue,Clear,7,5,39,13,Autumn,No,Thursday,yes
1126,SM-01,19/2/2011,2011,Feb,16,blue,Clear,12.7,13,16,43,Winter,No,Saturday,No
3193,SM-05,17/5/2011,2011,May,23,grey,Mist and Cloudy,17.4,18,88,17,Spring,No,Tuesday,yes
1032,SM-03,15/2/2011,2011,Feb,17,white,Clear,7,4,22,15,Winter,No,Tuesday,yes
1797,SM-11,20/3/2011,2011,Mar,14,white,Clear,10.8,11,30,0,Winter,No,Sunday,No
8158,SM-10,11/12/2011,2011,Dec,14,yellow,Clear,6.1,6,28,0,Autumn,No,Sunday,No
1759,SM-01,19/3/2011,2011,Mar,0,black,Mist and Cloudy,20.2,25,53,17,Winter,No,Saturday,No
3381,SM-05,25/5/2011,2011,May,19,red,Clear,24.9,27,61,9,Spring,No,Wednesday,yes
3528,SM-04,31/5/2011,2011,May,22,blue,Clear,26.8,30,70,11,Spring,No,Tuesday,yes
4918,SM-05,28/7/2011,2011,Jul,20,yellow,Clear,29.6,36,63,13,Summer,No,Thursday,yes
1000,SM-14,14/2/2011,2011,Feb,8,green,Clear,9.9,10,40,31,Winter,No,Monday,yes
3929,SM-08,17/6/2011,2011,Jun,15,green,Clear,28.7,30,43,15,Spring,No,Friday,yes
1550,SM-13,9/3/2011,2011,Mar,23,yellow,Light Rain or Snow,8,6,93,13,Winter,No,Wednesday,yes
2744,SM-01,29/4/2011,2011,Apr,6,blue,Clear,15.5,16,45,19,Spring,No,Friday,yes
6453,SM-08,1/10/2011,2011,Oct,11,black,Light Rain or Snow,9.9,10,82,22,Autumn,No,Saturday,No
5195,SM-03,9/8/2011,2011,Aug,9,grey,Mist and Cloudy,28.7,33,62,9,Summer,No,Tuesday,yes
7319,SM-06,6/11/2011,2011,Nov,14,green,Clear,13.6,14,55,13,Autumn,No,Sunday,No
2627,SM-08,24/4/2011,2011,Apr,9,black,Clear,18.3,19,88,17,Spring,No,Sunday,No
2794,SM-08,1/5/2011,2011,May,8,green,Mist and Cloudy,12.7,13,77,9,Spring,No,Sunday,No
8293,SM-04,17/12/2011,2011,Dec,5,green,Mist and Cloudy,4.2,1,60,13,Autumn,No,Saturday,No
8460,SM-02,24/12/2011,2011,Dec,4,purple,Mist and Cloudy,7,5,66,11,Winter,No,Saturday,No
8611,SM-13,30/12/2011,2011,Dec,14,purple,Mist and Cloudy,10.8,11,47,6,Winter,No,Friday,yes
5368,SM-03,16/8/2011,2011,Aug,14,yellow,Clear,27.7,29,45,28,Summer,No,Tuesday,yes
7393,SM-12,9/11/2011,2011,Nov,16,,Clear,16.4,17,48,13,Autumn,No,Wednesday,yes
5169,SM-08,8/8/2011,2011,Aug,7,green,Clear,25.8,29,62,20,Summer,No,Monday,yes
8088,SM-13,8/12/2011,2011,Dec,16,black,Clear,7,5,45,13,Autumn,No,Thursday,yes
254,SM-05,11/1/2011,2011,Jan,23,grey,Light Rain or Snow,-0.5,-3,93,6,Winter,No,Tuesday,yes
7446,SM-08,11/11/2011,2011,Nov,21,black,Clear,6.1,4,45,11,Autumn,Yes,Friday,No
5616,SM-11,26/8/2011,2011,Aug,22,green,Clear,25.8,30,79,7,Summer,No,Friday,yes
3612,SM-07,4/6/2011,2011,Jun,10,green,Clear,22.1,25,38,7,Spring,No,Saturday,No
6978,SM-08,23/10/2011,2011,Oct,9,green,Clear,10.8,11,76,0,Autumn,No,Sunday,No
7537,SM-01,15/11/2011,2011,Nov,16,grey,Mist and Cloudy,16.4,17,68,9,Autumn,No,Tuesday,yes
2231,SM-09,7/4/2011,2011,Apr,20,purple,Clear,12.7,13,62,11,Spring,No,Thursday,yes
2285,SM-06,10/4/2011,2011,Apr,2,black,Mist and Cloudy,9.9,10,87,6,Spring,No,Sunday,No
8141,SM-12,10/12/2011,2011,Dec,21,green,Clear,2.3,-2,44,15,Autumn,No,Saturday,No
2601,SM-13,23/4/2011,2011,Apr,7,black,Light Rain or Snow,8,6,100,11,Spring,No,Saturday,No
8440,SM-03,23/12/2011,2011,Dec,8,black,Clear,10.8,11,76,17,Winter,No,Friday,yes
7199,SM-06,1/11/2011,2011,Nov,14,yellow,Clear,15.5,16,48,17,Autumn,No,Tuesday,yes
2554,SM-08,21/4/2011,2011,Apr,8,blue,Mist and Cloudy,10.8,11,50,33,Spring,No,Thursday,yes
8493,SM-02,25/12/2011,2011,Dec,14,white,Clear,8,5,61,17,Winter,Yes,Sunday,No
7065,SM-09,27/10/2011,2011,Oct,0,green,Clear,13.6,14,94,0,Autumn,No,Thursday,yes
4052,SM-08,22/6/2011,2011,Jun,18,blue,Mist and Cloudy,29.6,35,59,17,Summer,No,Wednesday,yes
7336,SM-13,7/11/2011,2011,Nov,7,red,Mist and Cloudy,5.2,5,93,0,Autumn,No,Monday,yes
7358,SM-07,8/11/2011,2011,Nov,5,white,Clear,6.1,5,87,6,Autumn,No,Tuesday,yes
6066,SM-12,15/9/2011,2011,Sep,8,purple,Clear,22.1,24,73,9,Summer,No,Thursday,yes
4410,SM-02,7/7/2011,2011,Jul,16,green,Clear,32.4,35,39,15,Summer,No,Thursday,yes
389,SM-14,17/1/2011,2011,Jan,17,green,Clear,1.4,-3,51,13,Winter,Yes,Monday,No
4890,SM-01,27/7/2011,2011,Jul,16,black,Clear,32.4,32,25,11,Summer,No,Wednesday,yes
5695,SM-05,30/8/2011,2011,Aug,18,white,Clear,24.9,26,45,11,Summer,No,Tuesday,yes
5382,SM-07,17/8/2011,2011,Aug,4,white,Clear,22.1,24,73,0,Summer,No,Wednesday,yes
3130,SM-04,15/5/2011,2011,May,8,green,Mist and Cloudy,17.4,18,94,9,Spring,No,Sunday,No
3720,SM-03,8/6/2011,2011,Jun,22,purple,Clear,27.7,33,75,11,Spring,No,Wednesday,yes
5398,SM-14,17/8/2011,2011,Aug,20,yellow,Clear,26.8,29,58,17,Summer,No,Wednesday,yes
1885,SM-10,24/3/2011,2011,Mar,8,red,Light Rain or Snow,4.2,-1,100,20,Spring,No,Thursday,yes
6012,SM-04,13/9/2011,2011,Sep,2,blue,Clear,20.2,22,78,0,Summer,No,Tuesday,yes
5418,SM-05,18/8/2011,2011,Aug,16,red,Clear,29.6,32,46,24,Summer,No,Thursday,yes
6244,SM-08,22/9/2011,2011,Sep,18,blue,Mist and Cloudy,22.1,22,83,7,Summer,No,Thursday,yes
7217,SM-09,2/11/2011,2011,Nov,8,white,Clear,7,7,87,0,Autumn,No,Wednesday,yes
823,SM-10,6/2/2011,2011,Feb,18,grey,Clear,6.1,4,56,11,Winter,No,Sunday,No
6283,SM-13,24/9/2011,2011,Sep,9,green,Mist and Cloudy,20.2,20,88,6,Autumn,No,Saturday,No
2529,SM-13,20/4/2011,2011,Apr,7,black,Clear,12.7,13,94,0,Spring,No,Wednesday,yes
112,SM-06,5/1/2011,2011,Jan,21,grey,Clear,1.4,-3,51,13,Winter,No,Wednesday,yes
4754,SM-11,22/7/2011,2011,Jul,0,green,Clear,30.5,39,63,9,Summer,No,Friday,yes
497,SM-13,22/1/2011,2011,Jan,19,red,Clear,-4.2,-9,35,9,Winter,No,Saturday,No
7252,SM-03,3/11/2011,2011,Nov,19,black,Clear,12.7,13,67,6,Autumn,No,Thursday,yes
1409,SM-02,4/3/2011,2011,Mar,0,purple,Mist and Cloudy,1.4,-3,55,13,Winter,No,Friday,yes
1932,SM-03,26/3/2011,2011,Mar,7,green,Clear,1.4,-3,51,13,Spring,No,Saturday,No
3587,SM-05,3/6/2011,2011,Jun,9,blue,Clear,19.3,20,40,11,Spring,No,Friday,yes
3491,SM-10,30/5/2011,2011,May,9,yellow,Clear,25.8,30,74,6,Spring,Yes,Monday,No
935,SM-10,11/2/2011,2011,Feb,14,blue,Clear,6.1,3,26,17,Winter,No,Friday,yes
4206,SM-10,29/6/2011,2011,Jun,4,purple,Clear,23,24,83,7,Summer,No,Wednesday,yes
4461,SM-08,9/7/2011,2011,Jul,19,yellow,Clear,27.7,30,55,11,Summer,No,Saturday,No
571,SM-08,26/1/2011,2011,Jan,0,white,Mist and Cloudy,2.3,-1,69,9,Winter,No,Wednesday,yes
7239,SM-01,3/11/2011,2011,Nov,6,black,Clear,8,6,76,13,Autumn,No,Thursday,yes
1198,SM-12,22/2/2011,2011,Feb,23,purple,Clear,-0.5,-6,43,17,Winter,No,Tuesday,yes
1643,SM-11,14/3/2011,2011,Mar,0,purple,Clear,4.2,2,65,7,Winter,No,Monday,yes
5769,SM-08,2/9/2011,2011,Sep,20,yellow,Clear,22.1,24,73,0,Summer,No,Friday,yes
3466,SM-10,29/5/2011,2011,May,8,green,Mist and Cloudy,21.1,21,88,15,Spring,No,Sunday,No
257,SM-13,12/1/2011,2011,Jan,2,blue,Clear,-1.4,-6,86,9,Winter,No,Wednesday,yes
4537,SM-09,12/7/2011,2011,Jul,23,red,Clear,28.7,31,52,0,Summer,No,Tuesday,yes
1798,SM-10,20/3/2011,2011,Mar,15,yellow,Clear,10.8,11,32,6,Winter,No,Sunday,No
3503,SM-05,30/5/2011,2011,May,21,black,Clear,26.8,30,70,9,Spring,Yes,Monday,No
1597,SM-14,12/3/2011,2011,Mar,1,yellow,Clear,3.3,-1,65,13,Winter,No,Saturday,No
3532,SM-12,1/6/2011,2011,Jun,2,blue,Clear,24.9,28,79,11,Spring,No,Wednesday,yes
4478,SM-01,10/7/2011,2011,Jul,12,black,Clear,30.5,34,46,19,Summer,No,Sunday,No
7483,SM-06,13/11/2011,2011,Nov,10,purple,Clear,12.7,13,44,22,Autumn,No,Sunday,No
710,SM-07,1/2/2011,2011,Feb,23,blue,Light Rain or Snow,1.4,-3,93,13,Winter,No,Tuesday,yes
2893,SM-14,5/5/2011,2011,May,11,green,Clear,16.4,17,36,30,Spring,No,Thursday,yes
3586,SM-09,3/6/2011,2011,Jun,8,,Mist and Cloudy,18.3,19,43,22,Spring,No,Friday,yes
3341,SM-14,24/5/2011,2011,May,3,green,Mist and Cloudy,19.3,20,94,7,Spring,No,Tuesday,yes
4879,SM-14,27/7/2011,2011,Jul,5,red,Clear,24.9,27,54,19,Summer,No,Wednesday,yes
437,SM-08,20/1/2011,2011,Jan,6,purple,Clear,2.3,-2,60,15,Winter,No,Thursday,yes
8077,SM-07,8/12/2011,2011,Dec,5,purple,Clear,2.3,-2,64,15,Autumn,No,Thursday,yes
7139,SM-05,30/10/2011,2011,Oct,2,red,Clear,2.3,-2,87,19,Autumn,No,Sunday,No
4969,SM-03,30/7/2011,2011,Jul,23,red,Clear,27.7,30,55,6,Summer,No,Saturday,No
623,SM-07,29/1/2011,2011,Jan,6,red,Clear,-0.5,-4,64,9,Winter,No,Saturday,No
8490,SM-12,25/12/2011,2011,Dec,11,red,Clear,6.1,4,70,11,Winter,Yes,Sunday,No
6462,SM-07,1/10/2011,2011,Oct,20,blue,Light Rain or Snow,8.9,8,87,7,Autumn,No,Saturday,No
7184,SM-09,31/10/2011,2011,Oct,23,blue,Mist and Cloudy,8.9,7,76,13,Autumn,No,Monday,yes
4739,SM-10,21/7/2011,2011,Jul,9,yellow,Mist and Cloudy,29.6,38,75,17,Summer,No,Thursday,yes
8537,SM-14,27/12/2011,2011,Dec,11,purple,Light Rain or Snow,7,6,66,7,Winter,No,Tuesday,yes
5388,SM-13,17/8/2011,2011,Aug,10,red,Clear,27.7,29,43,6,Summer,No,Wednesday,yes
2684,SM-06,26/4/2011,2011,Apr,18,white,Clear,24,26,65,30,Spring,No,Tuesday,yes
3838,SM-08,13/6/2011,2011,Jun,20,grey,Clear,22.1,25,44,17,Spring,No,Monday,yes
3327,SM-01,23/5/2011,2011,May,13,white,Mist and Cloudy,26.8,29,58,28,Spring,No,Monday,yes
5669,SM-05,29/8/2011,2011,Aug,16,yellow,Clear,25.8,27,42,11,Summer,No,Monday,yes
956,SM-07,12/2/2011,2011,Feb,11,purple,Clear,6.1,2,28,22,Winter,No,Saturday,No
6677,SM-02,10/10/2011,2011,Oct,19,yellow,Mist and Cloudy,19.3,20,78,6,Autumn,Yes,Monday,No
3113,SM-07,14/5/2011,2011,May,15,red,Mist and Cloudy,17.4,18,94,11,Spring,No,Saturday,No
7770,SM-06,25/11/2011,2011,Nov,9,red,Clear,7,7,76,0,Autumn,No,Friday,yes
2111,SM-14,2/4/2011,2011,Apr,20,red,Clear,8,5,53,19,Spring,No,Saturday,No
8326,SM-12,18/12/2011,2011,Dec,14,green,Clear,6.1,3,49,19,Autumn,No,Sunday,No
8427,SM-08,22/12/2011,2011,Dec,19,black,Mist and Cloudy,12.7,13,62,0,Winter,No,Thursday,yes
7373,SM-11,8/11/2011,2011,Nov,20,black,Clear,10.8,11,76,0,Autumn,No,Tuesday,yes
6574,SM-01,6/10/2011,2011,Oct,12,white,Clear,18.3,19,49,6,Autumn,No,Thursday,yes
1980,SM-04,28/3/2011,2011,Mar,9,white,Mist and Cloudy,2.3,-2,32,15,Spring,No,Monday,yes
7659,SM-08,20/11/2011,2011,Nov,18,white,Mist and Cloudy,17.4,18,64,13,Autumn,No,Sunday,No
1671,SM-06,15/3/2011,2011,Mar,6,yellow,Clear,2.3,-1,80,13,Winter,No,Tuesday,yes
